NM_BAIRRO,POPULTOT,AreaKm2_p8,DnsPKm2_p8,geometry
Hípica,290,0.01445746,20058.84851143,"POLYGON ((-51.19902136888759 -30.155647525485794, -51.19840528200031 -30.156094099518903, -51.198087107198404 -30.156361793566198, -51.198804972708295 -30.157070831274396, -51.1997039766212 -30.156404375529196, -51.19902136888759 -30.155647525485794))"
Hípica,705,0.14081495,5006.57068017,"POLYGON ((-51.197625535867594 -30.156773645641493, -51.197112831846894 -30.157350425833396, -51.1965613062419 -30.1578232240997, -51.196372625363004 -30.157985041585, -51.1953526186096 -30.158397168094005, -51.1948151443964 -30.1585894257408, -51.196210265583204 -30.1611187186184, -51.1967189216639 -30.160839822397403, -51.19636467039219 -30.160255575355, -51.196780746189894 -30.1600735642753, -51.19783967010189 -30.159902317810403, -51.2009530041224 -30.159355234130096, -51.2005339629869 -30.158069004272896, -51.1987691367912 -30.1583586577858, -51.197625535867594 -30.156773645641493))"
Hípica,677,0.12008989,5637.44375151,"POLYGON ((-51.2009530041224 -30.159355234130096, -51.19783967010189 -30.159902317810403, -51.196780746189894 -30.1600735642753, -51.19636467039219 -30.160255575355, -51.1967189216639 -30.160839822397403, -51.196210265583204 -30.1611187186184, -51.1962335385059 -30.161160911395697, -51.196872643484596 -30.1622607862419, -51.1976183646349 -30.1619286124867, -51.201576977478595 -30.1613161680581, -51.2009530041224 -30.159355234130096))"
Cidade Baixa,469,0.03228115,14528.60260555,"POLYGON ((-51.2248780546962 -30.036055997783595, -51.2248183317381 -30.036101509572006, -51.224831584387196 -30.036452873450898, -51.2253400758502 -30.0370259624454, -51.224807806794196 -30.0374049977148, -51.2242725628361 -30.036926709373898, -51.2236480082077 -30.0370216421508, -51.2240791243353 -30.0377078775465, -51.2248004640747 -30.0388332739197, -51.2250345665931 -30.038607574967497, -51.225211723085195 -30.038436872001895, -51.226132579781705 -30.0375584647225, -51.2256616383864 -30.0370380464351, -51.2248780546962 -30.036055997783595))"
Cidade Baixa,433,0.0104405,41473.10952541,"POLYGON ((-51.2248183317381 -30.036101509572006, -51.2236480082077 -30.0370216421508, -51.2242725628361 -30.036926709373898, -51.224807806794196 -30.0374049977148, -51.2253400758502 -30.0370259624454, -51.224831584387196 -30.036452873450898, -51.2248183317381 -30.036101509572006))"
Santana,480,0.01165705,41176.79858969,"POLYGON ((-51.211709570505796 -30.043237260187702, -51.2113582181811 -30.043732666450598, -51.210503059709296 -30.0449631789862, -51.2105635194398 -30.0449578640367, -51.2111200674592 -30.044908938502598, -51.21129222484001 -30.044893320931102, -51.2117885391116 -30.0441489066839, -51.2118795313108 -30.0440133931386, -51.2117790699421 -30.043599330799697, -51.211761284382 -30.043528065953, -51.211746633737796 -30.043467625447498, -51.21173612451629 -30.0434035684909, -51.211709570505796 -30.043237260187702))"
Santana,480,0.03617856,13267.52640238,"POLYGON ((-51.2100067473949 -30.042595992276603, -51.209941710444504 -30.0429479957655, -51.20980897060289 -30.0436177846965, -51.2096296998821 -30.0445223627269, -51.2099121520998 -30.044669012161094, -51.2104822512057 -30.0449650082392, -51.210503059709296 -30.0449631789862, -51.2113582181811 -30.043732666450598, -51.211709570505796 -30.043237260187702, -51.211321448575696 -30.0430261082281, -51.2112394122346 -30.042982922233296, -51.2106578932345 -30.042677923090498, -51.2106317434363 -30.0426746327766, -51.2100067473949 -30.042595992276603))"
Santana,547,0.02956247,18503.19002438,"POLYGON ((-51.2089931243458 -30.043526206982904, -51.2088855624219 -30.044331322945904, -51.208750237422294 -30.044597759691296, -51.208444937250405 -30.0450841050072, -51.20982856632519 -30.0458576697191, -51.210286822040494 -30.045257713526905, -51.2104088863662 -30.045098687763698, -51.210503059709296 -30.0449631789862, -51.2104822512057 -30.0449650082392, -51.2099121520998 -30.044669012161094, -51.2096296998821 -30.0445223627269, -51.20980897060289 -30.0436177846965, -51.2089931243458 -30.043526206982904))"
Santana,519,0.03843013,13505.02847635,"POLYGON ((-51.2105635194398 -30.0449578640367, -51.210503059709296 -30.0449631789862, -51.2104088863662 -30.045098687763698, -51.210286822040494 -30.045257713526905, -51.20982856632519 -30.0458576697191, -51.2115348633817 -30.0468016095353, -51.212034417285295 -30.047085980150502, -51.2121596770886 -30.047162619778103, -51.212163198054306 -30.047157968685, -51.21290917811059 -30.046247112774196, -51.212493725036396 -30.0460113270088, -51.2105635194398 -30.0449578640367))"
Santana,483,0.1067685,4523.80617879,"POLYGON ((-51.208444937250405 -30.0450841050072, -51.208142339092895 -30.045566145995203, -51.2073779399765 -30.046697504311098, -51.207692893483696 -30.046914210404193, -51.2086278025159 -30.0475462519891, -51.2086499185461 -30.047559327766006, -51.210867033512 -30.048870164314195, -51.2121596770886 -30.047162619778103, -51.212034417285295 -30.047085980150502, -51.2115348633817 -30.0468016095353, -51.20982856632519 -30.0458576697191, -51.208444937250405 -30.0450841050072))"
Santana,536,0.07114103,7534.33004836,"POLYGON ((-51.20560934897819 -30.0436625084285, -51.204666194128706 -30.0449877068881, -51.2061461259391 -30.0458499455405, -51.2061739882025 -30.045869116377204, -51.2073779399765 -30.046697504311098, -51.208142339092895 -30.045566145995203, -51.208444937250405 -30.0450841050072, -51.2072000899007 -30.044388130920495, -51.2067898783379 -30.044155943582805, -51.2062063007759 -30.043855440263197, -51.205681058776 -30.043673064063803, -51.20560934897819 -30.0436625084285))"
Santana,432,0.0687072,6287.55064971,"POLYGON ((-51.20560934897819 -30.0436625084285, -51.20492880250539 -30.043562332432597, -51.2041155745212 -30.0435677387958, -51.204106884194495 -30.043875855293003, -51.204091709008196 -30.044568056886007, -51.2029527983823 -30.044584255064002, -51.2024966274566 -30.045209451245196, -51.205438064984 -30.046921475448496, -51.2061739882025 -30.045869116377204, -51.2061461259391 -30.0458499455405, -51.204666194128706 -30.0449877068881, -51.20560934897819 -30.0436625084285))"
Santana,625,0.04357854,14341.9215054,"POLYGON ((-51.2061739882025 -30.045869116377204, -51.205438064984 -30.046921475448496, -51.20642442905181 -30.0474955754053, -51.20802489300029 -30.048436136770498, -51.2086499185461 -30.047559327766006, -51.2086278025159 -30.0475462519891, -51.207692893483696 -30.046914210404193, -51.2073779399765 -30.046697504311098, -51.2061739882025 -30.045869116377204))"
Santana,385,0.03025326,12725.90127477,"POLYGON ((-51.2086499185461 -30.047559327766006, -51.20802489300029 -30.048436136770498, -51.2083832277387 -30.048646723089004, -51.208839109915004 -30.0489123098572, -51.209153634032404 -30.048489378914905, -51.209045628682894 -30.0484308912047, -51.209220454209095 -30.0482013919438, -51.20957881421231 -30.048430044183803, -51.2091255189734 -30.049079165374103, -51.21022425058089 -30.049719261855007, -51.210235010259396 -30.049705048632898, -51.210867033512 -30.048870164314195, -51.2086499185461 -30.047559327766006))"
Santana,348,0.00357016,97474.62298608,"POLYGON ((-51.2091255189734 -30.049079165374103, -51.20957881421231 -30.048430044183803, -51.209220454209095 -30.0482013919438, -51.209045628682894 -30.0484308912047, -51.209153634032404 -30.048489378914905, -51.208839109915004 -30.0489123098572, -51.2091255189734 -30.049079165374103))"
Jardim do Carvalho,566,0.19168059,2952.82897449,"POLYGON ((-51.1488873818065 -30.061783171388, -51.148716800797004 -30.0617426642442, -51.148655755064 -30.0618528316992, -51.1485628663772 -30.062176012629095, -51.14863162064749 -30.062363644206098, -51.148675640654595 -30.0626614022282, -51.1487994995992 -30.0629274844661, -51.1473696893339 -30.062819894493902, -51.1473638208615 -30.0630599520698, -51.147636127050596 -30.0633863333395, -51.148014098724396 -30.0636052041931, -51.147816872695 -30.064232626358102, -51.1473964932384 -30.064102242219697, -51.1467185559426 -30.0644973679478, -51.147845813961695 -30.0648561849169, -51.1483313912206 -30.064873688354396, -51.148615573517006 -30.0655041787876, -51.1486291113318 -30.065533039244702, -51.1489413561458 -30.0661986952735, -51.149362424076294 -30.066089925186603, -51.1490806813344 -30.066397076097502, -51.1487574265911 -30.0666979561206, -51.1481292984425 -30.067106569477094, -51.1476803325337 -30.067296587083902, -51.147018656939196 -30.0674769136554, -51.146041654839 -30.067715343223202, -51.1454463768542 -30.067896490749398, -51.14494131999869 -30.068048658111497, -51.1443128079711 -30.068209983213404, -51.1438906552315 -30.068296177138002, -51.143657214863396 -30.068350712253597, -51.143650027720504 -30.068352391276292, -51.14362850199821 -30.068533806528798, -51.14391917806719 -30.069265729206396, -51.14485240802921 -30.068965672180003, -51.1449229130027 -30.0689430030485, -51.145801291881305 -30.068655958811195, -51.1469742567583 -30.068321653336497, -51.148090003933895 -30.067889937445198, -51.148847058650595 -30.067659863247098, -51.149582294568496 -30.067411760516002, -51.1498788965028 -30.067324788696798, -51.1501743320247 -30.067152987539004, -51.150823039222196 -30.066636949711103, -51.1515598387696 -30.066062148344397, -51.1517744558915 -30.065978785077004, -51.1516121357147 -30.065658694416598, -51.1507215996278 -30.06474373197, -51.1504690850636 -30.064478701004802, -51.1504761681664 -30.0644568809255, -51.149413282228096 -30.063346428229398, -51.1492820420183 -30.063002744476297, -51.1490340469657 -30.0622873842699, -51.1488873818065 -30.061783171388))"
Jardim do Carvalho,676,0.15157209,4459.92398733,"POLYGON ((-51.13586814385229 -30.0640486637565, -51.1358895991389 -30.0640721898688, -51.136219899750394 -30.0643470955216, -51.1368563713354 -30.064699293365006, -51.1371317177588 -30.06499501001, -51.137472322402495 -30.0652139500143, -51.137604164355395 -30.065270666660602, -51.139126506099394 -30.065498290620795, -51.139598437528804 -30.065402132357, -51.140070570579 -30.0654494612961, -51.140466293853194 -30.065754969869502, -51.140818144318395 -30.065849351470202, -51.1414777128025 -30.066373869527, -51.1418364300241 -30.0669149522949, -51.1421333385089 -30.067038267751503, -51.14258367952189 -30.067076586658395, -51.1427923854744 -30.0671900690738, -51.142946200506394 -30.067371294206097, -51.1429682226162 -30.067533710766497, -51.142968428054004 -30.0676762971505, -51.142815368441696 -30.068020295308397, -51.1428487890862 -30.068172772608797, -51.1429039292281 -30.068277396674002, -51.14316782027711 -30.0685243807518, -51.143650027720504 -30.068352391276292, -51.143657214863396 -30.068350712253597, -51.1438228543327 -30.0680471758164, -51.144114050154094 -30.067805002042704, -51.144474355635005 -30.067285700702897, -51.1445580429266 -30.067043753185697, -51.144696542102395 -30.066680817560997, -51.144890259202796 -30.0664757493193, -51.14504222691669 -30.0661010666879, -51.144972395777195 -30.0658836537612, -51.1445829411087 -30.0656178595867, -51.143875063154596 -30.0654137785556, -51.1427502319948 -30.0652940734354, -51.1419584939923 -30.065210098321497, -51.141847637085796 -30.0653194137584, -51.14145183543069 -30.0649606650237, -51.141075885087204 -30.0646975532469, -51.13586814385229 -30.0640486637565))"
Jardim do Carvalho,1152,0.43337741,2658.19115953,"POLYGON ((-51.141983423994795 -30.0601545601977, -51.1407890551516 -30.060702724387298, -51.1352866428193 -30.063324771415697, -51.1354719010784 -30.0636141763414, -51.13586814385229 -30.0640486637565, -51.141075885087204 -30.0646975532469, -51.14145183543069 -30.0649606650237, -51.1415553899638 -30.064823381889695, -51.1417398072742 -30.0646426942891, -51.1421222129254 -30.065065530370898, -51.1422478141809 -30.0651096148227, -51.1423370576046 -30.065122152760598, -51.14275723748909 -30.065115381302004, -51.1430238121712 -30.065070872452697, -51.1436803438657 -30.0649266694375, -51.143813144063195 -30.064926524633304, -51.1447146328672 -30.064856952123602, -51.1452904457871 -30.064856318762903, -51.1455769866109 -30.0649859550408, -51.1457536734263 -30.0651978348884, -51.146382254007904 -30.0658008754965, -51.14669274578169 -30.065987336879004, -51.14741769486 -30.065803331394097, -51.147504800139195 -30.0657725507532, -51.147711416445304 -30.0658742959022, -51.1486291113318 -30.065533039244702, -51.148615573517006 -30.0655041787876, -51.1483313912206 -30.064873688354396, -51.147845813961695 -30.0648561849169, -51.1467185559426 -30.0644973679478, -51.1464601286459 -30.0644362889078, -51.146232616445495 -30.0642325884007, -51.146074436507206 -30.0639060778498, -51.1459753890834 -30.0635758918357, -51.1462282851181 -30.0627011400042, -51.14588444342839 -30.062404615719498, -51.1456040179988 -30.062195557906698, -51.1448648340709 -30.061851637243397, -51.143743800647805 -30.061399804701793, -51.1436232945315 -30.061351234709402, -51.14296605838639 -30.060990067493805, -51.14206886834789 -30.060415275598004, -51.14197523797429 -30.060233984428702, -51.141983423994795 -30.0601545601977))"
Jardim do Carvalho,1117,0.08780144,12721.88702144,"POLYGON ((-51.143400713716005 -30.0580859689098, -51.1434138192793 -30.0592613934868, -51.1430317439557 -30.059056050379002, -51.1426442522204 -30.0594120346913, -51.1422040043153 -30.059877270961305, -51.141983423994795 -30.0601545601977, -51.14197523797429 -30.060233984428702, -51.14206886834789 -30.060415275598004, -51.14296605838639 -30.060990067493805, -51.1436232945315 -30.061351234709402, -51.143743800647805 -30.061399804701793, -51.1440506472905 -30.061293914261395, -51.1443587739911 -30.0612935772335, -51.1449213111722 -30.061451790863007, -51.1455773531875 -30.061699241175297, -51.1462605561973 -30.0620711958322, -51.1466230683928 -30.062364991041402, -51.1466817496784 -30.062057191150902, -51.146643744731705 -30.061613229216302, -51.146513326070796 -30.061115223115696, -51.146254240187 -30.0606011155882, -51.1459951583174 -30.060087909947804, -51.145673447856694 -30.0600196797758, -51.1457003861457 -30.059295231960398, -51.1456287800309 -30.059273404701596, -51.145569595042495 -30.059241998530705, -51.1455356058966 -30.0601145890354, -51.14370237190091 -30.0600768922431, -51.143689227952194 -30.0581651442884, -51.1434204237731 -30.058088203791005, -51.143400713716005 -30.0580859689098))"
Jardim do Carvalho,930,0.13835607,6721.78676367,"POLYGON ((-51.1457003861457 -30.059295231960398, -51.145673447856694 -30.0600196797758, -51.1459951583174 -30.060087909947804, -51.146254240187 -30.0606011155882, -51.146513326070796 -30.061115223115696, -51.146643744731705 -30.061613229216302, -51.1466817496784 -30.062057191150902, -51.1466230683928 -30.062364991041402, -51.1462605561973 -30.0620711958322, -51.1455773531875 -30.061699241175297, -51.1449213111722 -30.061451790863007, -51.1443587739911 -30.0612935772335, -51.1440506472905 -30.061293914261395, -51.143743800647805 -30.061399804701793, -51.1448648340709 -30.061851637243397, -51.1456040179988 -30.062195557906698, -51.14588444342839 -30.062404615719498, -51.1462282851181 -30.0627011400042, -51.1459753890834 -30.0635758918357, -51.146074436507206 -30.0639060778498, -51.146232616445495 -30.0642325884007, -51.1464601286459 -30.0644362889078, -51.1467185559426 -30.0644973679478, -51.1473964932384 -30.064102242219697, -51.147816872695 -30.064232626358102, -51.148014098724396 -30.0636052041931, -51.147636127050596 -30.0633863333395, -51.1473638208615 -30.0630599520698, -51.1473696893339 -30.062819894493902, -51.1487994995992 -30.0629274844661, -51.148675640654595 -30.0626614022282, -51.14863162064749 -30.062363644206098, -51.1485628663772 -30.062176012629095, -51.148655755064 -30.0618528316992, -51.148716800797004 -30.0617426642442, -51.1488873818065 -30.061783171388, -51.148873447653195 -30.061735267853006, -51.148821810734795 -30.061201077179007, -51.1486672512524 -30.0605235133614, -51.1485337169755 -30.060029122507004, -51.148398894939 -30.059763883708, -51.147598437540395 -30.059669193817697, -51.146900125157295 -30.059595070600697, -51.14646015758991 -30.059534193645504, -51.1460771570454 -30.059410080754297, -51.1457003861457 -30.059295231960398))"
