NM_BAIRRO,POPULTOT,AreaKm2_p8,DnsPKm2_p8,geometry
Humaitá,639,0.02741571,23307.80417505,"POLYGON ((-51.186472631681895 -29.978985841495497, -51.1847878205865 -29.979425930214102, -51.18559402566849 -29.980663278135097, -51.1856051713133 -29.980657468098396, -51.1863667511392 -29.980475903229003, -51.1869511398566 -29.980336983288897, -51.1865956174559 -29.979333110838095, -51.186472631681895 -29.978985841495497))"
Humaitá,607,0.02188993,27729.64554935,"POLYGON ((-51.188212589715 -29.978901065443697, -51.1865956174559 -29.979333110838095, -51.1869511398566 -29.980336983288897, -51.1874972013316 -29.980207174438796, -51.188450417529005 -29.979965040380595, -51.188467694332694 -29.979773514717596, -51.188212589715 -29.978901065443697))"
Humaitá,393,0.07171526,5480.0052318,"POLYGON ((-51.189566375716396 -29.979681566930104, -51.188450417529005 -29.979965040380595, -51.1874972013316 -29.980207174438796, -51.1869511398566 -29.980336983288897, -51.1863667511392 -29.980475903229003, -51.1856051713133 -29.980657468098396, -51.18559402566849 -29.980663278135097, -51.1850647545125 -29.9809391782619, -51.185058362696395 -29.980942510207804, -51.18570456956851 -29.981960338976794, -51.1899549399475 -29.9809121857685, -51.1897685388984 -29.980321836415403, -51.189566375716396 -29.979681566930104))"
Humaitá,610,0.05383996,11329.87468787,"POLYGON ((-51.193825486078595 -29.9856008568017, -51.1915861312141 -29.9861428925657, -51.1923003856588 -29.9863857042655, -51.192703028961894 -29.987669312702096, -51.1923721667502 -29.9881409200801, -51.192544295526396 -29.9881442366078, -51.192711916748394 -29.988444745236897, -51.1945170772911 -29.987773821743396, -51.19437208884089 -29.987318271103696, -51.194025951050094 -29.9862307134962, -51.193825486078595 -29.9856008568017))"
Humaitá,609,0.01439768,42298.48142201,"POLYGON ((-51.1915861312141 -29.9861428925657, -51.1915627185095 -29.986148559609997, -51.1917141119684 -29.9866401477853, -51.19172975776429 -29.986689760173597, -51.1921524073498 -29.988136685819196, -51.1923721667502 -29.9881409200801, -51.192703028961894 -29.987669312702096, -51.1923003856588 -29.9863857042655, -51.1915861312141 -29.9861428925657))"
Humaitá,1369,0.19495201,7022.24101203,"POLYGON ((-51.1945170772911 -29.987773821743396, -51.192711916748394 -29.988444745236897, -51.19196174837761 -29.9887235600969, -51.1913950124488 -29.9889417858186, -51.191006608216796 -29.9890913436453, -51.1896518107045 -29.989952701126004, -51.1896698966874 -29.989975874418903, -51.191943898809 -29.9923722166534, -51.19326016668389 -29.993798819081203, -51.1940112569309 -29.993538499408697, -51.193649908884204 -29.9926612167631, -51.1934390409086 -29.9924512538921, -51.192900495542396 -29.9911362615289, -51.1953666511119 -29.9904431646942, -51.195292017262794 -29.9902086667211, -51.1945170772911 -29.987773821743396))"
Humaitá,517,0.07439719,6949.18719376,"POLYGON ((-51.1953666511119 -29.9904431646942, -51.192900495542396 -29.9911362615289, -51.1934390409086 -29.9924512538921, -51.193649908884204 -29.9926612167631, -51.1940112569309 -29.993538499408697, -51.194543903324394 -29.993353889989, -51.1949811236376 -29.993205241747198, -51.1953498038103 -29.992998936394205, -51.19572878608469 -29.992760126312202, -51.1961263035517 -29.992458115670498, -51.195977862650906 -29.992363578404298, -51.1953666511119 -29.9904431646942))"
Humaitá,868,0.89677118,967.91692168,"POLYGON ((-51.1808788422192 -29.9787490147247, -51.180764490085295 -29.9785695822242, -51.1794241809723 -29.9789701981659, -51.181827869348005 -29.986992562788096, -51.1821046134925 -29.9875309479561, -51.182327318443505 -29.987996308167396, -51.182370207960396 -29.988077383589005, -51.18257491133159 -29.988464340900197, -51.184604283739006 -29.990992005473597, -51.18530187470309 -29.9917490281295, -51.188546783486196 -29.995270388914502, -51.189288071136694 -29.9958117032178, -51.189669114250094 -29.996158683148902, -51.1924492298978 -29.9942070756811, -51.1929017463087 -29.993923043666804, -51.19326016668389 -29.993798819081203, -51.191943898809 -29.9923722166534, -51.1896698966874 -29.989975874418903, -51.1896518107045 -29.989952701126004, -51.189260431371 -29.989451232779903, -51.188919714906106 -29.9890961532214, -51.187720875248196 -29.9877838874603, -51.18617719692451 -29.986102090078496, -51.185124889334006 -29.9849457181556, -51.183838687617595 -29.983425973272702, -51.182907162175205 -29.9819643840169, -51.181971489589806 -29.9804874517089, -51.181772647842195 -29.9801710881159, -51.1808788422192 -29.9787490147247))"
Humaitá,154,0.30784977,500.24399888,"POLYGON ((-51.1961263035517 -29.992458115670498, -51.19572878608469 -29.992760126312202, -51.1953498038103 -29.992998936394205, -51.1949811236376 -29.993205241747198, -51.194543903324394 -29.993353889989, -51.1940112569309 -29.993538499408697, -51.19326016668389 -29.993798819081203, -51.1929017463087 -29.993923043666804, -51.1924492298978 -29.9942070756811, -51.189669114250094 -29.996158683148902, -51.18982109577819 -29.996297078354896, -51.1911660638024 -29.997089579498596, -51.1925614069281 -29.997530655606198, -51.19661474424301 -29.9977424315475, -51.19709683976419 -29.9977676197381, -51.1973374022762 -29.997779894437496, -51.1976857794705 -29.997785689974602, -51.1978777900486 -29.9978873794957, -51.1976297848735 -29.997259642533002, -51.1967564301877 -29.994447994678797, -51.1966322087759 -29.9940195134825, -51.1961263035517 -29.992458115670498))"
Humaitá,98,0.08975907,1091.81166873,"POLYGON ((-51.198517158639895 -29.993556437958297, -51.197063292223 -29.9939132829041, -51.1966322087759 -29.9940195134825, -51.1967564301877 -29.994447994678797, -51.1976297848735 -29.997259642533002, -51.1997346994779 -29.997367473996302, -51.199329072792096 -29.9960973700939, -51.199014803708195 -29.9951133263813, -51.198517158639895 -29.993556437958297))"
Navegantes,457,0.41448386,1102.57610513,"POLYGON ((-51.203744644066006 -29.9891278428343, -51.2030584429586 -29.9891175649425, -51.201666939799 -29.9890014776846, -51.201119361138495 -29.988904848340002, -51.2004103006599 -29.988929391258804, -51.200023912794094 -29.989078897543298, -51.2000145846599 -29.989082506907902, -51.1984959790064 -29.9896535401198, -51.19791577379501 -29.989871711601502, -51.197645487817596 -29.9900219245321, -51.197539237323596 -29.9902901131442, -51.1973464592734 -29.990839997422597, -51.1972050708563 -29.9911650930251, -51.196920867348595 -29.991619452923302, -51.1965992780422 -29.9920431844037, -51.1961263035517 -29.992458115670498, -51.1966322087759 -29.9940195134825, -51.197063292223 -29.9939132829041, -51.198517158639895 -29.993556437958297, -51.2000508045783 -29.9931796019816, -51.201264257071195 -29.992888970358297, -51.20181065852049 -29.994440359116496, -51.204673632693996 -29.9936544214609, -51.2051202646047 -29.993551750220796, -51.203756108548795 -29.9891280145489, -51.203744644066006 -29.9891278428343))"
Navegantes,256,0.07589404,3373.12389748,"POLYGON ((-51.20181065852049 -29.994440359116496, -51.201264257071195 -29.992888970358297, -51.2000508045783 -29.9931796019816, -51.198517158639895 -29.993556437958297, -51.199014803708195 -29.9951133263813, -51.199329072792096 -29.9960973700939, -51.2007070314792 -29.9957325541628, -51.200397252445796 -29.994810715760195, -51.20181065852049 -29.994440359116496))"
Navegantes,249,0.32908413,756.64542073,"POLYGON ((-51.204673632693996 -29.9936544214609, -51.20181065852049 -29.994440359116496, -51.200397252445796 -29.994810715760195, -51.2007070314792 -29.9957325541628, -51.199329072792096 -29.9960973700939, -51.1997346994779 -29.997367473996302, -51.1976297848735 -29.997259642533002, -51.1978777900486 -29.9978873794957, -51.1976857794705 -29.997785689974602, -51.1973374022762 -29.997779894437496, -51.19709683976419 -29.9977676197381, -51.19661474424301 -29.9977424315475, -51.19668467843321 -29.998013702743204, -51.19670480032661 -29.998065945258396, -51.1971939817125 -29.999336007939103, -51.2008350662288 -29.998556141315003, -51.203007228268206 -29.998069100159004, -51.2028507005096 -29.997574795663898, -51.203161862992495 -29.997634781237103, -51.2036037251666 -29.9977252478528, -51.2042126775668 -29.997895772874006, -51.20461937217951 -29.9980259985299, -51.20526078154501 -29.9983480807386, -51.205739352743 -29.998639730442896, -51.2061701371972 -29.998936370840198, -51.204673632693996 -29.9936544214609))"
Navegantes,59,0.09879348,597.20540262,"POLYGON ((-51.18982109577819 -29.996297078354896, -51.1909400886151 -29.999296417534598, -51.1930927566703 -29.998861902727597, -51.19670480032661 -29.998065945258396, -51.19668467843321 -29.998013702743204, -51.19661474424301 -29.9977424315475, -51.1925614069281 -29.997530655606198, -51.1911660638024 -29.997089579498596, -51.18982109577819 -29.996297078354896))"
Navegantes,295,0.19454338,1516.37131009,"POLYGON ((-51.19670480032661 -29.998065945258396, -51.1930927566703 -29.998861902727597, -51.1909400886151 -29.999296417534598, -51.191423959738 -30.000593381705396, -51.191875216742396 -30.001802927261696, -51.1933208017468 -30.001503956648, -51.1976851684911 -30.000611277225005, -51.1971939817125 -29.999336007939103, -51.19670480032661 -29.998065945258396))"
Navegantes,304,0.21934212,1385.96271432,"POLYGON ((-51.2061701371972 -29.998936370840198, -51.205739352743 -29.998639730442896, -51.20526078154501 -29.9983480807386, -51.20461937217951 -29.9980259985299, -51.2042126775668 -29.997895772874006, -51.2036037251666 -29.9977252478528, -51.203161862992495 -29.997634781237103, -51.2028507005096 -29.997574795663898, -51.203007228268206 -29.998069100159004, -51.2008350662288 -29.998556141315003, -51.1971939817125 -29.999336007939103, -51.1976851684911 -30.000611277225005, -51.199993232960004 -30.000133106564594, -51.2003456024526 -30.001088271272398, -51.202775999664 -30.0006044512529, -51.20387046377319 -30.0003942970206, -51.206442588578604 -29.999898199940297, -51.2063404902804 -29.999537636229203, -51.2061701371972 -29.998936370840198))"
Higienópolis,472,0.09739422,4846.28348582,"POLYGON ((-51.178991495834296 -30.0112179524962, -51.178969716327394 -30.011217470809903, -51.1788484436093 -30.012729356980604, -51.17879210901609 -30.013431670689297, -51.180708746049106 -30.0135434298586, -51.1807070388034 -30.014887185179, -51.181850538749494 -30.0148992217827, -51.1819228916429 -30.0117629576356, -51.1807562570706 -30.0117267258061, -51.180776143413 -30.011257422637296, -51.178991495834296 -30.0112179524962))"
São João,432,0.06828768,6326.17772342,"POLYGON ((-51.1921046546229 -30.0144324827053, -51.191975449123014 -30.0146483571276, -51.192109460626895 -30.015847521844197, -51.1920623757087 -30.0167996533157, -51.192004684281 -30.017966265175197, -51.1920264450239 -30.0179675040519, -51.1943998642388 -30.018086569616997, -51.1945506726068 -30.0168767107044, -51.1938442327285 -30.016853925204796, -51.19332676012681 -30.016849270189695, -51.193399771859596 -30.015465703099895, -51.1930129849686 -30.015072897103895, -51.192548807392 -30.014601496083102, -51.1921046546229 -30.0144324827053))"
São João,438,0.04784091,9155.34424408,"POLYGON ((-51.1945506726068 -30.0168767107044, -51.1943998642388 -30.018086569616997, -51.19783679753439 -30.0182523643217, -51.197823359260404 -30.0179742761084, -51.19721464857469 -30.0169626345394, -51.1945506726068 -30.0168767107044))"
São João,496,0.04296763,11543.57361577,"POLYGON ((-51.1959496798042 -30.014934013497502, -51.19564191398509 -30.0150283157776, -51.1947168965336 -30.015543180596197, -51.1945506726068 -30.0168767107044, -51.19721464857469 -30.0169626345394, -51.1969629189459 -30.016544274614695, -51.1965343241664 -30.015859952583597, -51.1961026136785 -30.015170218985496, -51.1959496798042 -30.014934013497502))"
São João,548,0.04772925,11481.4291027,"POLYGON ((-51.1953843303127 -30.0142096342207, -51.195113709432 -30.014305331189895, -51.194663983323096 -30.014469339833198, -51.1930129849686 -30.015072897103895, -51.193399771859596 -30.015465703099895, -51.19332676012681 -30.016849270189695, -51.1938442327285 -30.016853925204796, -51.1945506726068 -30.0168767107044, -51.1947168965336 -30.015543180596197, -51.19564191398509 -30.0150283157776, -51.1959496798042 -30.014934013497502, -51.1953843303127 -30.0142096342207))"
São João,394,0.0660292,5967.05699902,"POLYGON ((-51.193688051317494 -30.011673868164298, -51.1921046546229 -30.0144324827053, -51.192548807392 -30.014601496083102, -51.1930129849686 -30.015072897103895, -51.194663983323096 -30.014469339833198, -51.195113709432 -30.014305331189895, -51.1953843303127 -30.0142096342207, -51.19483319324279 -30.0135034652436, -51.194124023706294 -30.012371858411502, -51.1937149810872 -30.011719157754502, -51.193688051317494 -30.011673868164298))"
São João,352,0.04597211,7656.81627404,"POLYGON ((-51.19321058989726 -30.01086160471732, -51.193015571716614 -30.010923316937408, -51.192704681240684 -30.011022139013786, -51.19250130181615 -30.0114862970965, -51.19144151356613 -30.013626654042696, -51.191208163609815 -30.014101774335018, -51.19210465462288 -30.014432482705217, -51.19368805131751 -30.011673868164223, -51.19322601900973 -30.010896837609664, -51.19321058989726 -30.01086160471732))"
São João,711,0.04214009,16872.29429268,"POLYGON ((-51.191798831889 -30.0106776929341, -51.190265789944796 -30.0137541402214, -51.191208163609794 -30.0141017743351, -51.191441513566204 -30.013626654042703, -51.1925013018162 -30.0114862970965, -51.1927046812407 -30.0110221390138, -51.19233733499959 -30.0108827949945, -51.191798831889 -30.0106776929341))"
São João,416,0.04510922,9222.06147657,"POLYGON ((-51.191992483858606 -30.007890761082404, -51.19162269487119 -30.008630408575105, -51.1913030549473 -30.009242575312303, -51.1907670898484 -30.0102690428506, -51.191666980635695 -30.010627474164398, -51.191798831889 -30.0106776929341, -51.19233733499959 -30.0108827949945, -51.1927046812407 -30.0110221390138, -51.19301557171659 -30.010923316937397, -51.193210589489404 -30.010861603786005, -51.192637547241794 -30.00955304273, -51.1924581233453 -30.008998295673802, -51.1922067258906 -30.008221649593803, -51.192118086981004 -30.007961872034, -51.191992483858606 -30.007890761082404))"
São João,823,0.04604773,17872.75941724,"POLYGON ((-51.1907670898484 -30.0102690428506, -51.190766232092095 -30.010268701201703, -51.1903263225728 -30.011222327726898, -51.1892579593027 -30.0133822355066, -51.18968057362579 -30.01353805087, -51.189767740551794 -30.013570413780602, -51.190265789944796 -30.0137541402214, -51.191798831889 -30.0106776929341, -51.191666980635695 -30.010627474164398, -51.1907670898484 -30.0102690428506))"
São João,507,0.06601284,7680.32400969,"POLYGON ((-51.190196989346404 -30.0088099843924, -51.188821569531406 -30.0116901567353, -51.188173518936296 -30.012982408855, -51.1892579593027 -30.0133822355066, -51.1903263225728 -30.011222327726898, -51.190766232092095 -30.010268701201703, -51.1907670898484 -30.0102690428506, -51.1913030549473 -30.009242575312303, -51.190196989346404 -30.0088099843924))"
São João,605,0.03737191,16188.62937431,"POLYGON ((-51.1906272395903 -30.007484170850393, -51.189920897511904 -30.007428996663695, -51.189100722193096 -30.007439577771198, -51.1889763018294 -30.007441182922197, -51.187790188899 -30.0075037727257, -51.1875372161031 -30.0075171218068, -51.187585358540396 -30.008299597369096, -51.1890412943 -30.0083579830078, -51.190196989346404 -30.0088099843924, -51.190270605457 -30.0086558299419, -51.1907973377716 -30.007563099783596, -51.1908397313449 -30.007500769125, -51.1906272395903 -30.007484170850393))"
São João,645,0.19358543,3331.86232042,"POLYGON ((-51.1875372161031 -30.0075171218068, -51.1874646469656 -30.007520951196003, -51.18685204998369 -30.0076346272249, -51.186139951073194 -30.0078167205575, -51.1860971779201 -30.008248743712894, -51.1859168325299 -30.009892986056396, -51.18568240778 -30.012077242882196, -51.1857934270763 -30.012108683594796, -51.187247198234004 -30.0126408799741, -51.188173518936296 -30.012982408855, -51.188821569531406 -30.0116901567353, -51.190196989346404 -30.0088099843924, -51.1890412943 -30.0083579830078, -51.187585358540396 -30.008299597369096, -51.1875372161031 -30.0075171218068))"
São João,816,0.03112706,26215.13242818,"POLYGON ((-51.186139951073194 -30.0078167205575, -51.1857021387316 -30.0081993825692, -51.1852828846365 -30.008572685687493, -51.185082253652595 -30.011088106112197, -51.18568240778 -30.012077242882196, -51.1859168325299 -30.009892986056396, -51.1860971779201 -30.008248743712894, -51.186139951073194 -30.0078167205575))"
São João,632,0.07523507,8400.33776801,"POLYGON ((-51.186139951073194 -30.0078167205575, -51.184800098599695 -30.0082385525735, -51.18471098639319 -30.008272068196895, -51.1843483188437 -30.0084079436872, -51.1837897355436 -30.008577482116397, -51.1836104312403 -30.008621952088298, -51.1835074572325 -30.011829301308204, -51.1844013933732 -30.0118707011973, -51.1850609531782 -30.011901246671005, -51.18568240778 -30.012077242882196, -51.185082253652595 -30.011088106112197, -51.1852828846365 -30.008572685687493, -51.1857021387316 -30.0081993825692, -51.186139951073194 -30.0078167205575))"
São João,664,0.06072696,10934.18804432,"POLYGON ((-51.1836104312403 -30.008621952088298, -51.1831926864848 -30.008693826820792, -51.182678598496096 -30.0087649186358, -51.1819900676646 -30.008805591029198, -51.1819228916429 -30.0117629576356, -51.1835074572325 -30.011829301308204, -51.1836104312403 -30.008621952088298))"
São João,536,0.02811491,19064.61731515,"POLYGON ((-51.1856955768064 -30.007461184390998, -51.1854857527982 -30.007262939723198, -51.1831622610234 -30.007937612578797, -51.182678598496096 -30.0087649186358, -51.1831926864848 -30.008693826820792, -51.1836104312403 -30.008621952088298, -51.1837897355436 -30.008577482116397, -51.1843483188437 -30.0084079436872, -51.18471098639319 -30.008272068196895, -51.184800098599695 -30.0082385525735, -51.186139951073194 -30.0078167205575, -51.1856955768064 -30.007461184390998))"
São João,224,0.1732749,1292.74349603,"POLYGON ((-51.18612535794961 -30.0032947287128, -51.1853573718998 -30.0034701043636, -51.1845237368788 -30.0034712731457, -51.1829156290499 -30.003506903671497, -51.182823427977596 -30.0058082906138, -51.182678598496096 -30.0087649186358, -51.1831622610234 -30.007937612578797, -51.1854857527982 -30.007262939723198, -51.1856955768064 -30.007461184390998, -51.186139951073194 -30.0078167205575, -51.186130401402195 -30.005991376064802, -51.1861448829573 -30.005418297127402, -51.18612535794961 -30.0032947287128))"
São João,522,0.09726492,5366.78588745,"POLYGON ((-51.187889130731 -30.002782212298303, -51.186331605872006 -30.003247630378596, -51.18612535794961 -30.0032947287128, -51.1861448829573 -30.005418297127402, -51.186130401402195 -30.005991376064802, -51.186139951073194 -30.0078167205575, -51.18685204998369 -30.0076346272249, -51.1874646469656 -30.007520951196003, -51.1875372161031 -30.0075171218068, -51.187790188899 -30.0075037727257, -51.1878672059569 -30.0049014562695, -51.187889130731 -30.002782212298303))"
São João,363,0.07701159,4713.57622924,"POLYGON ((-51.1891367754332 -30.002401100171603, -51.188650737306396 -30.0025295898761, -51.187889130731 -30.002782212298303, -51.1878672059569 -30.0049014562695, -51.187790188899 -30.0075037727257, -51.1889763018294 -30.007441182922197, -51.189100722193096 -30.007439577771198, -51.1891202527954 -30.005710069553793, -51.1891290531634 -30.0054302961101, -51.189132289608004 -30.0044051033133, -51.1891367754332 -30.002401100171603))"
São João,272,0.03549646,7662.73594606,"POLYGON ((-51.1905340605032 -30.0054058525677, -51.1900673947113 -30.0054108981847, -51.1891290531634 -30.0054302961101, -51.1891202527954 -30.005710069553793, -51.189100722193096 -30.007439577771198, -51.189920897511904 -30.007428996663695, -51.1906272395903 -30.007484170850393, -51.190506326449096 -30.007208856033, -51.1905147741041 -30.006746787358797, -51.1905340605032 -30.0054058525677))"
São João,643,0.1003905,6404.98851983,"POLYGON ((-51.1934297355868 -30.005971946882298, -51.191785488680694 -30.006476916854197, -51.191802062453 -30.005392142858597, -51.1905340605032 -30.0054058525677, -51.1905147741041 -30.006746787358797, -51.190506326449096 -30.007208856033, -51.1906272395903 -30.007484170850393, -51.1908397313449 -30.007500769125, -51.1907973377716 -30.007563099783596, -51.190270605457 -30.0086558299419, -51.190196989346404 -30.0088099843924, -51.1913030549473 -30.009242575312303, -51.19162269487119 -30.008630408575105, -51.191992483858606 -30.007890761082404, -51.192118086981004 -30.007961872034, -51.1922067258906 -30.008221649593803, -51.194050154325396 -30.007652763566995, -51.1937462716705 -30.0068294953374, -51.1934297355868 -30.005971946882298))"
São João,306,0.05477479,5586.51160507,"POLYGON ((-51.1903327484839 -30.0021111419217, -51.1895088191527 -30.0023027461846, -51.1891367754332 -30.002401100171603, -51.189132289608004 -30.0044051033133, -51.1891290531634 -30.0054302961101, -51.1900673947113 -30.0054108981847, -51.1905340605032 -30.0054058525677, -51.190547717572294 -30.004456310925296, -51.1905460799223 -30.0036007864755, -51.1906011165736 -30.003102552052194, -51.1904884989811 -30.002769708993004, -51.1903327484839 -30.0021111419217))"
São João,655,0.12792793,5120.0703396,"POLYGON ((-51.191423959738 -30.000593381705396, -51.189956181312 -30.0009240542323, -51.1903327484839 -30.0021111419217, -51.1904884989811 -30.002769708993004, -51.1906011165736 -30.003102552052194, -51.1905460799223 -30.0036007864755, -51.190547717572294 -30.004456310925296, -51.1905340605032 -30.0054058525677, -51.191802062453 -30.005392142858597, -51.191785488680694 -30.006476916854197, -51.1934297355868 -30.005971946882298, -51.1933497958523 -30.005755376957698, -51.193125384709894 -30.0051538671807, -51.191875216742396 -30.001802927261696, -51.191423959738 -30.000593381705396))"
São João,66,2.31905197,28.45990554,"POLYGON ((-51.18530187470309 -29.9917490281295, -51.1844135431985 -29.991561722154895, -51.183299687002695 -29.991344879841797, -51.18229206456029 -29.9913913986248, -51.1829522608416 -29.9924084555509, -51.182078997944004 -29.992799524624402, -51.183491109877004 -29.9950807820151, -51.1831604840751 -29.995138096148597, -51.1809108062569 -29.995207079384897, -51.1793211734886 -29.9950657589836, -51.16986507707289 -29.9952587625081, -51.1698578196481 -29.9952587718503, -51.1684081077554 -30.0030497247221, -51.1697563668636 -30.003251049265998, -51.1704211776266 -30.003343007401497, -51.17050619455549 -30.0033547671363, -51.171364979560295 -30.0035079742754, -51.174247395822505 -30.0034744638907, -51.1763552977988 -30.003449957851405, -51.176749302984604 -30.0034533779452, -51.1779386263216 -30.0034637016606, -51.1807433766389 -30.003488047810396, -51.1829156290499 -30.003506903671497, -51.1845237368788 -30.0034712731457, -51.1853573718998 -30.0034701043636, -51.18612535794961 -30.0032947287128, -51.186331605872006 -30.003247630378596, -51.187889130731 -30.002782212298303, -51.188650737306396 -30.0025295898761, -51.1891367754332 -30.002401100171603, -51.1895088191527 -30.0023027461846, -51.1903327484839 -30.0021111419217, -51.189956181312 -30.0009240542323, -51.191423959738 -30.000593381705396, -51.1909400886151 -29.999296417534598, -51.18982109577819 -29.996297078354896, -51.189669114250094 -29.996158683148902, -51.189288071136694 -29.9958117032178, -51.188546783486196 -29.995270388914502, -51.18530187470309 -29.9917490281295))"
São João,192,0.81031363,236.9452924,"POLYGON ((-51.1698578196481 -29.9952587718503, -51.16476945875921 -29.995344639576803, -51.159322383434095 -29.995443378573302, -51.1586530967052 -29.995436513442602, -51.155460650040595 -29.9954037672925, -51.1554574952148 -29.9955878683246, -51.1559344630845 -29.9956188916351, -51.160082972064096 -29.996479380443002, -51.1596743087088 -29.9989598247293, -51.159928486188 -29.999057884626097, -51.1603206479085 -29.999209923816796, -51.161095272809 -29.9999255303318, -51.1613727383775 -30.000315954622398, -51.162564046647596 -30.0015797350445, -51.1627526151306 -30.002130000398, -51.16274590233971 -30.002318929126403, -51.1628061579792 -30.002483549108796, -51.16404243752989 -30.0027483899667, -51.1641652216318 -30.002383645323597, -51.166083943957005 -30.002711542744798, -51.165904637347595 -30.003375072883497, -51.168286021475495 -30.003735767717203, -51.1684081077554 -30.0030497247221, -51.1698578196481 -29.9952587718503))"
São João,0,2.75179549,,"POLYGON ((-51.15587535948559 -29.9853327744771, -51.1561477703006 -29.985531876545597, -51.156131583627094 -29.9871093916967, -51.1558975684043 -29.987286549957595, -51.15589776056989 -29.9874092839554, -51.156099090034004 -29.9875435121988, -51.156079771325004 -29.9924140964043, -51.1555116541865 -29.9924274013783, -51.15550336477239 -29.992911133220804, -51.155460650040595 -29.9954037672925, -51.1586530967052 -29.995436513442602, -51.159322383434095 -29.995443378573302, -51.16476945875921 -29.995344639576803, -51.1698578196481 -29.9952587718503, -51.16986507707289 -29.9952587625081, -51.1793211734886 -29.9950657589836, -51.1809108062569 -29.995207079384897, -51.1831604840751 -29.995138096148597, -51.183491109877004 -29.9950807820151, -51.182078997944004 -29.992799524624402, -51.1829522608416 -29.9924084555509, -51.18229206456029 -29.9913913986248, -51.183299687002695 -29.991344879841797, -51.1844135431985 -29.991561722154895, -51.18530187470309 -29.9917490281295, -51.184604283739006 -29.990992005473597, -51.18257491133159 -29.988464340900197, -51.182370207960396 -29.988077383589005, -51.1818965165092 -29.988251395550297, -51.181221998217204 -29.9884580837916, -51.1794408826696 -29.988428029430498, -51.1769414818112 -29.9884828445432, -51.1753722278636 -29.988664528271904, -51.174994776434495 -29.988613589299096, -51.170908492292696 -29.987649705710197, -51.16611604436059 -29.9865313629554, -51.1637525231741 -29.985976597713393, -51.162226974597495 -29.9856138886435, -51.1618018116815 -29.985536799139503, -51.15940177021601 -29.985452180849798, -51.15587535948559 -29.9853327744771))"
Vila Ipiranga,703,0.10587213,6640.0855447,"POLYGON ((-51.1488944375142 -30.021761252436598, -51.148527537971496 -30.0239843639066, -51.148377449128 -30.024871643751297, -51.1476596596267 -30.0247867161128, -51.14749766311169 -30.026042208802302, -51.1473104322441 -30.0270685063617, -51.147311227950595 -30.027605403206696, -51.14949543709729 -30.0276363981059, -51.149506874565596 -30.027635281878002, -51.149901190839806 -30.025045899380704, -51.1491460800117 -30.024971851693497, -51.149664062628496 -30.021857019071597, -51.1488944375142 -30.021761252436598))"
Vila Ipiranga,525,0.15845787,3313.18349792,"POLYGON ((-51.144551808885 -30.020523375996298, -51.144938560085 -30.0248438848704, -51.144971112156796 -30.0252075334246, -51.1451208292648 -30.0268859304603, -51.146565548593394 -30.026905992166096, -51.1467512248113 -30.0255241310668, -51.1470985939285 -30.023383126467397, -51.1474061993327 -30.0214109699492, -51.1459266966384 -30.0212582486543, -51.1460097405014 -30.020606585590397, -51.144551808885 -30.020523375996298))"
Cristo Redentor,513,0.09849978,5208.13345979,"POLYGON ((-51.1593263924831 -30.004411381749595, -51.1593826161609 -30.0052169010177, -51.15950005724359 -30.006034383312603, -51.1595755352327 -30.0065468864238, -51.1596318850703 -30.006769724605004, -51.1597160503121 -30.0068797222383, -51.160081657989004 -30.0066202746419, -51.1605862552008 -30.006390437947, -51.1612157181229 -30.007072828609598, -51.16170665640679 -30.006732904843094, -51.1622828680978 -30.0065471941505, -51.162734953310604 -30.006546637323005, -51.1631694468531 -30.006567759614004, -51.163553089935 -30.0066782316662, -51.1636887333918 -30.0058171764438, -51.1635472572172 -30.0055375908763, -51.1631782406014 -30.004974915890696, -51.1628667877654 -30.004737052585796, -51.1624724043839 -30.004510120135897, -51.1618917463052 -30.004435042417196, -51.1616181204379 -30.0045716337845, -51.16030113538449 -30.0051192256444, -51.1602417252414 -30.0049279773391, -51.16005898393661 -30.0047720744111, -51.1598471687248 -30.0045900352502, -51.1593668163627 -30.004415539985896, -51.1593263924831 -30.004411381749595))"
Cristo Redentor,394,0.06954552,5665.35414503,"POLYGON ((-51.155006563671 -30.0042853656328, -51.15501123415479 -30.004621073491304, -51.155021596645796 -30.0052825609503, -51.1551889762957 -30.00556573511, -51.1554322469367 -30.005975163374902, -51.1558907358311 -30.006754343595098, -51.156132858051 -30.006428271103402, -51.156412228643006 -30.006052518983, -51.1567108779278 -30.0060684088285, -51.157222862548196 -30.006060686189898, -51.1572530733286 -30.0053503120552, -51.1574459416708 -30.005355496797897, -51.1585523880976 -30.0054137339763, -51.1590675780585 -30.0053255757795, -51.1593826161609 -30.0052169010177, -51.1593263924831 -30.004411381749595, -51.158959258419706 -30.0043736161963, -51.1584928709069 -30.004502325843198, -51.1580014467662 -30.004536306028697, -51.1572527581252 -30.0044947849808, -51.156967590615594 -30.004478249799003, -51.1566274662859 -30.0044585279953, -51.156086270438 -30.0044916576437, -51.1559950059256 -30.004479131190603, -51.155424603941 -30.004401290649895, -51.155006563671 -30.0042853656328))"
